id,track_id,artist_name,song_title,year,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,emotion,genre
7mOW4hNzZiNYA5nvWX565L,TRRVFSI128EF34A1AE,The Crests,16 Candles,2005,0.4631579887097238,-0.775693534528313,10,-0.0184298842476581,1,-0.479390970669691,0.7666957924817022,-0.7890520888041563,-0.3423901166430436,-0.5768654186167125,-0.2365580949395718,3,Joy,rock
2sd8DUzBIaNBzkgEPGsHV6,TRCUJOI12903CB17C7,Helix,Rock You,1984,-0.284975460209422,1.618011300979231,7,1.3383419352081056,1,0.2387760306144367,-1.1651158377518078,-0.7878705653096458,1.6137571491958054,-1.0810844470087853,-0.5588887814770331,4,Joy,rock
75nwnRjrxEOHyzJZRGeGJS,TRCUJOI12903CB17C7,Helix,Rock You,1989,0.1288855966394674,1.5284626308739129,6,0.4097603706713295,1,-0.3972864787873458,-0.6400138382881734,-0.7114975367638778,2.882609429739924,-1.169234626797609,-0.5783229891104208,4,Joy,rock
07D00uW8N9fVRJEuGNXEBg,TRCUJOI12903CB17C7,Helix,Rock You,2010,0.0811323977722879,1.607678762120925,4,0.7593654776339396,1,-0.1796601147618525,-1.05785096609199,0.2228156947506145,3.199822499875953,-1.1233965333074207,-0.5641350276802733,4,Joy,rock
0sAIljILdEo8Ku4tPLQ7dF,TRKKCRB128F426227F,The Distillers,City Of Angels,2002,-0.1894690624750629,1.5835695047848777,2,1.3967107878488194,1,-0.0827174616959509,-1.189622337627372,-0.7890948197403901,0.9528965864124104,-0.5169232963603122,-0.6071608455986733,4,Anger,rock
7zAiHY1YvdzGmvSXaLyBy4,TRTPGEP128F92C21FB,Natasha Bedingfield,Soulmate,2007,-0.1947749734603051,0.2678928901605874,3,1.0150332123779005,0,-0.3893727928227824,0.0072291829194874,-0.7890948197403901,-0.5274310742223942,-0.6791196271717481,1.695743266069061,4,Joy,pop
2Ykf8tMyWIf9WZNIZlk1UP,TRTPGEP128F92C21FB,Natasha Bedingfield,Soulmate,2007,-0.3698700359732965,0.3126672252132465,3,1.0522737563804394,0,-0.3943188465506345,-0.2824642660887802,-0.7890948197403901,-0.4851359982042568,-0.6156514977237951,1.6859766693636566,4,Joy,pop
4Ozyi0aF22VRXW6kBe9azk,TRTPGEP128F92C21FB,Natasha Bedingfield,Soulmate,2007,-0.2690577272536955,0.3471090214075997,3,1.0458896631228611,0,-0.3636533134379514,-0.337271134820074,-0.7890948197403901,-0.4745622291997226,-0.6191775049153481,1.6939285268163675,4,Joy,pop
3DuHOCe1dbf3XKF8uoc5oM,TRTPGEP128F92C21FB,Natasha Bedingfield,Soulmate,2007,-0.1947749734603051,0.2678928901605874,3,1.0150332123779005,0,-0.3893727928227824,0.0072291829194874,-0.7890948197403901,-0.5274310742223942,-0.6791196271717481,1.695743266069061,4,Joy,pop
61Viu1JgvLv90WPPVrAK6O,TRTPGEP128F92C21FB,Natasha Bedingfield,Soulmate,2007,-0.2478340833127268,0.2885579678771993,3,1.016249230141249,0,-0.3844267390949303,0.0594262007588148,-0.7890948197403901,-0.3952589616657151,-0.6826456343633011,1.691387891862597,4,Joy,pop
3osPO9AZhPrfjpU5PDtftt,TRTPGEP128F92C21FB,Natasha Bedingfield,Soulmate,2007,-0.2159986174012737,0.2162301958690576,3,0.9302159733843628,0,-0.4220167474266064,0.1690399382214026,-0.7890948197403901,-0.522144189720127,-0.6403335480646656,1.690694991420659,4,Joy,pop
18N9goZt0jos6Kae4IQddA,TRTPGEP128F92C21FB,Natasha Bedingfield,Soulmate,2007,-0.2425281723274846,0.2920021474966346,3,1.020657294533386,0,-0.4150922722076134,0.1507709819776379,-0.7890948197403901,-0.522144189720127,-0.7038016775126189,1.6969970859163757,4,Joy,pop
3t1FAixpGc7nVNFVR5GD8k,TRTPGEP128F92C21FB,Natasha Bedingfield,Soulmate,2007,-0.1841631514898207,0.1232373461443044,3,0.7546534088009653,0,-0.3458475200176837,0.1612103855455035,-0.7890948197403901,-0.490422882706524,-0.5733394114251595,1.699273758797028,4,Joy,pop
5uGxupfqNa1Hu0OF9Zuq58,TRTPGEP128F92C21FB,Natasha Bedingfield,Soulmate,2007,-0.1947749734603051,0.2610045309217167,3,0.9846327682941952,0,-0.3893727928227824,0.0568163498668484,-0.7890948197403901,-0.522144189720127,-0.5980214617660303,1.690760981938939,4,Joy,pop
2YWZTNIWljFNsnZGSSQ3Im,TRTPGEP128F92C21FB,Natasha Bedingfield,Soulmate,2007,-0.1947749734603051,0.2678928901605874,3,1.0150332123779005,0,-0.3893727928227824,0.0072291829194874,-0.7890948197403901,-0.5274310742223942,-0.6791196271717481,1.695743266069061,4,Joy,pop
61vPMevL4UysTHUKAEbV8j,TRTYGWW128E0794FA2,The Police,One World (Not Three),1981,0.1394974186099518,0.7535222165009668,0,0.5795468508788233,1,0.0755562575953169,-1.1862817284856553,-0.7599958386241981,0.3131835616380842,0.9639997240919294,1.6314355060054395,4,Joy,rock
5euiCec9yvibkfQAjtt3lM,TRTYGWW128E0794FA2,The Police,One World (Not Three),1981,0.256227460285279,0.1507907830997869,5,-0.3304904427668922,0,-0.0500735070921269,-1.1776953190510857,-0.781518598530859,0.6251097472718465,0.999259796007459,1.641103116933424,4,Joy,rock
1wkDtPvigXJsadOm87RG8S,TRGEGVS128F92FD759,The Raveonettes,Last Dance,2009,0.6170294072817468,0.4401018711323533,8,0.8338465656390174,1,-0.4566391235215712,-1.1983760385041164,-0.5059695980693318,-0.8351277522543429,0.9604737169003764,0.090622894691451,4,Joy,rock
2amQIjluUbV371nZS6sx6f,TRGEGVS128F92FD759,The Raveonettes,Last Dance,2009,0.6170294072817468,0.4401018711323533,8,0.8338465656390174,1,-0.4566391235215712,-1.1983760385041164,-0.5059695980693318,-0.8351277522543429,0.9604737169003764,0.090622894691451,4,Joy,rock
0WCohR3uAUECAMqW52HdRE,TRKVCHV128F42694A9,Simian Mobile Disco,Simple,2007,1.0574200190568466,1.015279867578051,1,0.6987165916869477,0,-0.3636533134379514,-1.1700745544465438,1.4365840061737627,-0.7315048160099066,0.0155037895641841,0.2094718181132891,4,Joy,
5YP1OyKAfjYj10yV0CQDpy,TRGEVEG128F422BA73,Simian Mobile Disco,Hustler,2006,0.7284535379718324,1.3459211110438412,10,1.0262813766888714,0,-0.3181496191417119,-1.1892047614846577,1.371045760416573,-0.6305253220166038,0.4809367388491744,0.2746374549145465,4,Joy,pop
